Name,sub_title,tags,Category,url,files,UUiD,notes,time_stamp
Hitler's Economic & National Social Miracle Explained (How Germany Became An Economic Powerhouse),HOW GERMANY BECAME AN ECONOMIC POWERHOUSE,"Nationalism,NatSoc,Germany,Economic Warfare,Economics,Monetary System,Central Bank,Decentralization,WW2,History","Red Pills,Economics",https://www.bitchute.com/video/OXnbODx9RtW3/,Social media image from www.bitchute.com on 2023-08-30 at 10.40.50 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/arsJS_VVEQRam8YbC7SNUA/mpndhABJpkDIQArTu9Xc2hqM0veWqyf5rRaA39F7JRXXf9kgKx7KZY8OuGM9Jyw5y4hQPXxwRRlRTkzo4OamVcmEId-z0KiM2oGmxxLakVzKAS4b-msi6BtUvF12ppfZbhyV2RMTE5CudXjtsNCoUqUcSL8FzIJk9ibC9-KhUTg/vjcv4EBUrOvCcO8QpMqiC0MECjkgCJBX1N7mxz7C73g),recAz20kohNw26VKY,,8/30/2023
Search - BitChute,Forbidden History and Videos,"Red Pills,Dystopian,NatSoc,Hitler,Liberty News",Red Pills,https://www.bitchute.com/search/?query=hitler%27s%20economic%20miracle&kind=video,Social media image from www.bitchute.com on 2023-08-30 at 10.39.17 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/zmW5mOTk89Dr1169BVji5g/nZhN60iOGJ0GYtk7OjTVE6kyk0r6GJN6AlUmpd-kAHVIl_cbl47yK9Q2kFmVuni5UksQeuVf917WrfdVPQWvygY0RlvYpIdnLCMxq4G0h-aSuEmu6FzoUm5atDvQaeUZUn_MAFHeUB7MFG2r1Pf5FdyFlfktLK49E1i-nRdB8Es/ah9zL-gLxMJ3mXx274NGz6NFgrAWK7q1oTAGL3wf_1U),rec97BMDZbMqSzsxJ,,8/30/2023
Mindy Robinson (@AmericanAFMindy) - Gab Social,"Host of Conspiracy Truths, Journalist for the DC Patriot, and Hidden History Buff. Please watch my documentary “Route 91: Uncovering the Cover Up “ about how the FBI covered up the Las Vegas Shooting.","Liberty Activist,Liberty News,Mindy Robinson,New World Order,Dystopian,American,Red Pill Warrior,War Against Christians,War Agasint Whites",Red Pills,https://gab.com/AmericanAFMindy,Social media image from gab.com on 2023-08-30 at 10.35.51 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/qJclA8y8262sBzJT0_wHdA/4XXdZ4IgKj9GhNamcclZ9oUY4t_vtP1zbNJSQ4ve3AdPW3VbFz58T3STtwcvDSg1rPU2wqtzZuVcD9nLelJ-lCXK0Aqs-4tw1MGdXXkDEuj9gLquotxBDpkaWpywTEkaQdELXLsTQYYNFAMuHrJgJg/dbfBtWAOt-nYMiHKR4bfqtVZB6X2UCwZWEOY4r4XPPk),recLjOWkja8jqN0u1,,8/30/2023
Gottfried Feder - Manifesto for the Abolition of Enslavement to Interest on Money,The Nazis came to power in Germany in 1933 at a time when its economy was in total collapse,"Nationalism,NatSoc,Germany,Economic Warfare,Economics,Monetary System,Central Bank,Decentralization,WW2,History","Red Pills,Banking",https://read.amazon.com/?asin=B009Q85R32&ref_=dbs_t_r_kcr,Screenshot of read.amazon.com on 2023-08-30 at 10.27.17 PM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/nJvl_csr0JpZ85_Yhp6mWQ/Jm-XrOzIoRyl4udSbJ7pm19AyWq8cZ2dd2-MAwxYYL9cWBFBF7t4BdsAXF8TrTBr42HUdky98ObSuD1kfE9JWXl0QsbvZF_Og-sSEHmaGsIHaJCVFHHDhNWYdwXH0iceqA5Miv4My0x2-UJqux77Hw/r-UMCjxGk5XRxIHruI4aFsTtgrfjjUfqO6UPA8sgI1I),recLkiChit79b6Qxq,,8/30/2023
"HITLER'S ECONOMIC MIRACLE Pt 2 - ADOLF HITLER - THE LAST GREAT WHITE MAN? : All Modern Cons : Free Download, Borrow, and Streaming : Internet Archive","Written by Henry C K Liu & Mark Weber.   Produced & Directed by All Modern Cons.   Part of the series, Adolf Hitler - The Last Great White Man ?   Mark Weber, Committee for Open Debate on the Holocaust & The Institute for Historical Review  https://codoh.com/  http://www.ihr.org/  Henry C K Liu ""Nazism and the German economic miracle""  http://www.atimes.com/atimes/Global_Economy/GE24Dj01.html  As all my videos are being Limited or Banned by (((YouTube))) please head over to my channel on BitChute.  https://www.bitchute.com/channel/62Nm3fWHAmgu/","Nationalism,NatSoc,Germany,Economic Warfare,Economics,Monetary System,Central Bank,Decentralization,WW2,History","Red Pills,Banking,Economics",https://archive.org/details/EconomicMiraclePt2AsiaTimesCODOHMASTERT1WSCONVWATERMARK,Social media image from archive.org on 2023-08-30 at 9.44.11 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/V2C3A4fU_ffwIzkjV96JoA/QdArdQw-jHhP17dvhvCdVeLXirV5pBCeHl-FMUui30cSRdnRcTYNZnF5ngbyQOtGPCkX8_C30nWtc5RpMGDQXbui9UfvZqe9nEQTaYXvg8Je_WsxzY6G0xbDA_ITd-kS-9Y78bK1V6gn9w8m7Qe83B38fRM9CqZkvtmLKoFXDOU/piDp8Wcqvk2CVYkVijmKLjvvnWVYJ8_Qd6ZEEYjcb8M),recJ5SV5IlhfV9Wvr,,8/30/2023
Ellen Brown - Wikipedia,"Ellen Hodgson Brown (born September 15, 1945) is an American author, attorney, public speaker, and advocate of alternative medicine and financial reform, most prominently public banking. Brown is the founder[1] and president[2] of the Public Banking Institute, a nonpartisan think tank devoted to the creation of publicly run banks. She has appeared on cable and network television, radio, and internet programs and podcasts. She ran for California Treasurer in the California June 2014 Statewide Primary election.[3]","Nationalism,NatSoc,Germany,Economic Warfare,Economics,Monetary System,Central Bank,Decentralization,WW2,Public Banking,History,Ellen Brown","Red Pills,Banking,Economics",https://en.wikipedia.org/wiki/Ellen_Brown,Social media image from en.wikipedia.org on 2023-08-30 at 9.43.03 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/7fjc-LwMeinIdU0u3wPPow/BG6zVtuv4wHqCOGC23fH25sP46HNm2tQN38HD5QMZDNeyZ3X3fnCmZo71a-jOePsq55j6DP__oi9CihOnh86jHzJQqttY_5LffdUIjjHzp24PDNn8z2yENiZu3JplyhZm7tZTljKNKn3ASs-D3EnyLDcuq8ODjKG2PrX5ZdZQp4/4FSk6W61Rzwhl683A6yxA8aKSqIhoYYOzT11-13oilI),rectHzdix6KHgqpcL,,8/30/2023
Historical Error #27: Hitler’s National Socialist Economic Policies Ended the Great Depression in Germany. | Gary North -- Specific Answers,"Ellen Brown believes that Adolf Hitler's economic theories and policies pulled Germany out of the Great Depression after 1935.  The German people The German people were in such desperate straits that they relinquished control of the country to a dictator, and in this they obviously deviated from the ""American system,"" which presupposed a democratically-governed Commonwealth. But autocratic authority did give Adolf Hitler something the American Greenbackers could only dream about--total control of the economy. He was able to test their theories, and he proved that they worked.","Nationalism,NatSoc,Germany,Economic Warfare,Economics,Monetary System,Central Bank,Decentralization,WW2,Public Banking,History,Ellen Brown","Red Pills,Banking,Economics",https://www.garynorth.com/public/7009.cfm,Screenshot of www.garynorth.com on 2023-08-30 at 9.42.08 PM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/HKE_rYp6ItdEyZvfIrSGIw/wfDCo13oM6_g_2T-RxUTHKUWbMUzURXT7JmV8PdjYt6P4InUmCL7xu-QwtdxtYrTH2_asYAaEdRQfqbY6PY9tEmJkWEl-6wdOVkWT9MDLmBTAN6V0GkF_s47t120rrsY7cYfd4dyn73Z2W3L18mlig/AX6n_iEWJnZtMEdu3lpYVKKGto-EAscFqk-4r8kwLQI),rec7VXplbKrYJRfoe,,8/30/2023
Reichsmark - Wikipedia,"The Reichsmark (German: [ˈʁaɪçsˌmaʁk] (listeni); sign: ℛ︁ℳ︁; abbreviation: RM) was the currency of Germany from 1924 until 20 June 1948 in Trizone, where it was replaced by the Deutsche Mark, and until 23 June 1948 in the Soviet occupation zone of Germany , where it was replaced by the East German mark. The Reichsmark was subdivided into 100 Reichspfennige (Rpf[1] or ℛ︁₰). The Mark is an ancient Germanic weight measure, traditionally a half pound, later used for several coins; Reich (empire in English) comes from the official name for the German state from 1871 to 1945, Deutsches Reich.","Nationalism,NatSoc,Germany,Economic Warfare,Economics,Monetary System,Central Bank,Decentralization,WW2,History","Red Pills,Banking,Economics",https://en.wikipedia.org/wiki/Reichsmark,Social media image from en.wikipedia.org on 2023-08-30 at 9.35.16 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/4wH2msZbUVmqM3lWczXnkg/iVeoYiQsiCVHASeDqRETpUkVgsbOay0IirpDnd6hwRvOYKqRVT-KBdpLpKBKuJVNHiW7J4FPC33u1nka0QyEzJDbLcMl9KppRi0iv33WD8uJGEA0Bwd_0ypf_9aQqgEWQN9R4XOp9XvbwzstLJ6Vu8cWSisHsySH047nW1K8i7o/T4aGvYLVtp3ehOw7R9LoqD8QkX9mGXNDQJI0qIOqM6E),recQaiyj6RIWFPiWb,,8/30/2023
Public money creation where you least expected it! (A history of public money creation Part 4) - Positive Money,"Throughout history, Public Money Creation has been the norm, rather than the exception. What can we learn from money creation by the former Colony of Pennsylvania and the Island of Guernsey?","Economic Warfare,Economics,Monetary System,Central Bank,Decentralization,History,Currency History","Red Pills,Banking,Economics",https://positivemoney.org/2016/01/qe-for-people-where-you-least-expected-it-a-history-of-qe-for-people-part-4/,Social media image from positivemoney.org on 2023-08-30 at 9.34.13 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/w7CxpOu9m0K0iREk7FVAUA/sL24EuFMoRj6CtX0hLL7UvABn0f7bWuW_hHAUxCHqs4LuxhQY4DyJ6grHKuIu__dX6C4txQRSTcn58jDMzqkPEnWWjfqyICwjJ_ArlfDaQWoblsXgtM57u9WB7nndfIo4qWNm-ECh3Bq5vQOWGGT0K82F63wCu5bEOH66f4f_fA/zxatGzJrOrXN9s1FhvyI90bBbtFwXBXYFPY_wXHJ5rw),recvmXFPniIiRBa1I,,8/30/2023
"Anti White Watch ☀️ on X: ""A thug walks up and sucker punches an old Asian man in #SanFrancisco. The question of racial violence in America, with the vast majority of it coming from a SINGLE community, needs to be exposed to all Americans, not the filtered #antiwhite pseudo reality of globalist controlled… https://t.co/yWoHOKgluj"" / X",A thug walks up and sucker punches an old Asian man in #SanFrancisco,"Black on Asian Crimes,Dystopian,Communism,San Francisco",Red Pills,https://twitter.com/AntiWhiteWatch1/status/1696674809609118108,Social media image from twitter.com on 2023-08-30 at 9.21.41 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/yTRbWn_WJ99io82gloemPw/qzSv-GCtRKc-EpzTDo-67s5koYmDmrTitNx39208HJlv3E1GfTYFbwFqcJzgsJJXcg8XnpimncgxbJWrFeiwxpaMdxp9_IuEtvI0hFLMi-0CB0sEwpFavqefDMWstO8ohSM1cn6kbW1k1vGvs26LMRhrHE_84M2a2Ds3iTE6AEk/9jdlBCsUHlJOyHKge6sH9w3a5Yk464DYXsmb8sqpgEg),recDSU9gvYFUDCxhl,,8/30/2023
Labor and Economics in Nazi Germany - YouTube,"Lecture by Prof. Rainer Buschmann for HIST-PSY 340, CSUCI. Copyright R. Buschmann and K. Volkan 2019","Nationalism,NatSoc,Germany,Economic Warfare,Economics,Monetary System,Central Bank,Decentralization,WW2,History","Red Pills,Economics",https://www.youtube.com/watch?v=N2vVZDGrEUk,Screenshot of www.youtube.com on 2023-08-30 at 9.15.55 PM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/Yt1vbotkSd28pAPTwx-Drg/-Sg5xnfSKaMLD3DIqsPm-fmf6wIx1NSiWla6lKN5z4towyAMi_Xd5TcD9u9lucpi_pL_rqGju7YkHBsqviG-NPoyhHMPtCL3FvYaNEjPdefgBlGdrKQjvmIVvIjPaVe1iNx6mgBNEbrIlzHRQIZ7VQ/Ahozfd7ka2odIh63qsJDCKCp71cREegSzG9rT2PnYIg),recywN966XIy1CJUG,,8/30/2023
How Hitler Defied the Bankers | National Vanguard,"MANY PEOPLE take joy in saying Wall Street and Jewish bankers “financed Hitler.” There is plenty of documented evidence that Wall Street and Jewish bankers did indeed help finance Hitler at first, partly because it allowed the bankers to get rich (as I will describe below) and partly in order to control Stalin. However, when Germany broke free from the bankers, the bankers declared a world war against Germany.","Nationalism,NatSoc,Germany,Economic Warfare,Economics,Monetary System,Central Bank,Decentralization,WW2,History","Red Pills,Banking,Economics",https://nationalvanguard.org/2015/08/how-hitler-defied-the-bankers/,Image from nationalvanguard.org on 2023-08-30 at 9.14.36 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/xzVyBCc7SWlyc98UqubaXg/IWOsMwsu0ZmbD5DZxs4JZySvUurfMGtC-vZDNyXGoIu7KDxq777fH5XDj-YXpKZuCCSn6Jii8eD5csw5Gi2122M3VXE5YBXDsY2vTqySLXXsoqvC32SM-diILnuHWbsWmZD5B4ApIvMtlUH13zGPB75U1XEPOSqkJX9R4csjQNM/-QV-ErfWJLQHft3ogIBjA52PyjjqGsir0GCVUpYl5FQ),reclBrk8hCeVBRpU2,,8/30/2023
"WEB OF DEBT BLOG | ARTICLES IN THE NEWS . . . . . . . . . . . . . . . . COMMENTS, FEEDBACK, IDEAS","Money is one Money is one of humanity’s greatest social innovations.  It’s been transformed in form and function for thousands of years and our digital age has accelerated that metamorphosis.  Banking institutions have also been changing dramatically with shadow banking taking over large swaths of the conventional bank credit marketplace.  Our guest, noted author and prominent leader of the Modern Monetary Network Dr. Rohan Grey, talks with Ellen and Walt about his design for digital eCash, the dramatic changes implied by MMT, and the emergence and importance of creating public banks.","Nationalism,NatSoc,Germany,Economic Warfare,Economics,Monetary System,Central Bank,Decentralization,WW2,Public Banking,History,Ellen Brown","Red Pills,Banking,Economics",https://ellenbrown.com/,"Social media image from ellenbrown.com on 2023-08-30 at 9.13.04 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/IolfCnEs7yctdY_cPc6ZPg/N9e86YyWuPdtnMPCCmNFPP5MClh8IGjroXJUOZrcMsBidCqoRSSF_NGkPT8coh-8QQ4GrTdyTd_jMwduJ6DFEMz3omnK2c-WubtDbqXBC84FUgAblt9DLYIR-o2gxGGivrV_n0N8olfA9-JOn705KWtV3pdYPdQ3o8526H0XB18/SKp2TEia-BACDF-KZOX5cWz8_bhQcC4Kshhs0gqjrKY),Image from ellenbrown.com on 2023-08-30 at 9.13.19 PM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/bCcz4oWnWrsJW7P8VT5n0w/LrXA83hDLfezYcafyF-Tt4TvDvA69G1hrjhmZYp2VgH4UoG9fezD5qlJICU8OyZOnWd5FrAvcm9hvgojCQAnyjw96pKLdGKf9YtVb14Jo_jkA4ECbDYq376mjyIyeRCRnZ-JeFY_hIIDLm41KmpdDw/mSgEWMJMpC-869L1mY7BcA70XE51Elqd7PfW5un03tw)",rec9Gnw3OaDHe5Vpp,,8/30/2023
Hitler's Greenbacks >> Four Winds 10 - Truth Winds,"When Hitler came to power, the country was completely, hopelessly broke. The Treaty of Versailles had imposed crushing reparations payments on the German people, who were expected to reimburse the costs of the war for all participants — costs totaling three times the value of all the property in the country.. People were living in hovels and starving. Nothing quite like it had ever happened before - the total destruction of the national currency, wiping out people's savings, their businesses, and the economy generally. Making matters worse, at the end of the decade global depression hit. Germany had no choice but to succumb to debt slavery to international lenders.","Nationalism,NatSoc,Germany,Economic Warfare,Economics,Monetary System,Central Bank,Decentralization,WW2,History","Red Pills,Banking,Economics",http://www.fourwinds10.com/siterun_data/business/currency/news.php?q=1217011692,Screenshot of www.fourwinds10.com on 2023-08-30 at 9.12.13 PM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/V-Dhx5N0lvdA5j_Ujy_pnA/BQR4L1Qo7o-5NRqcTEzQJP2be8seqiJvL-HO-KDWLqGKzu_0YeRHBI1WXG37nTKq18K0GM3U5RDcoAo04ajdgNLGCJFwOOM8TulZ49HaoKovxGyLXTBoFJSs22cWyWy0vDdGGrK9LSCRa8wqCkvefrl_C4ltP9xKdC3r1jcb9_M/G-IpnZtnWzlLZWWxwVTeOjxWl3IoMyRJPCu6qCfab68),reccBZcpUXXw7DaeO,,8/30/2023
"Money Creation for Public in Germany – Moving Beyond Weimar (A History of Public Money Creation, Part 6) - Positive Money","Many economists have a misunderstanding of what caused hyperinflation in the Weimar Republic. More importantly, many economists have overlooked the times when Public Money Creation was used to successfully grow the German economy.","Nationalism,NatSoc,Germany,Economic Warfare,Economics,Monetary System,Central Bank,Decentralization,WW2,History","Red Pills,Banking,Economics",https://positivemoney.org/2016/01/qe-for-people-in-germany-moving-beyond-weimar-a-history-of-qe-for-people-part-6/,Social media image from positivemoney.org on 2023-08-30 at 9.11.03 PM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/ULgl_oaR_0IMrOf8WrvkMw/ma9vRdcVFazWq0zItWOqeoeX_g4x8rltGNoRU6TPtVhPDvzTcrm_1DRCUj9gcao32EUwuC3gmMJhdCMfvusnWX4Ksl97nA0a_5i87vicVYvPjo4j_gAkU6hp4t1L8HnGiuOgkvViHdgmbAFf9wrjPN2dFI4cBSNPtMXVhhzZbto/HtWj3OwX7N19DRjb8fMuOq__Ig42m2AhOioZainLEyI),recunb3BWPoBo1kdd,,8/30/2023
Nazism and the German economic miracle,PART 10: Nazism and the German economic miracle,"Nationalism,NatSoc,Germany,Economic Warfare,Economics,Monetary System,Central Bank,Decentralization,WW2,History","Red Pills,Banking,Economics",http://www.henryckliu.com/page105.html,Image from www.henryckliu.com on 2023-08-30 at 9.09.49 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/pBVDE9bBgBw18hngRxTU0w/e4YG7pKhoBaeAxgmLcv3r8U_WtUOaeLiB5YLUaXLJ1edPlOZrpsUEH680LJuqR1DLBZxv5i2EkXJJkPRb26kMhCTkLJB9FS37LjYwcErEjRs5zc1yHw8H4xph0g1-X3q-GgCfjVpFf4w2ty1HaKlJw/DitfqVlXFf7Y-AC1hTXvydOReA5lt1XFUzoGZj19WMw),recm0Lr6cn6Eqa5C9,,8/30/2023
IF GERMANY WON WORLD WAR 2- Wolfenstein: The New Order (House of the Rising Sun) - YouTube,All video footage is from Wolfenstein: The New Order. I decided to compile all the individual clips in chronological order into a single video.,"Castle Wolfenstein,Video Games,NatSoc,Hitler,Germany","Red Pills,Art",https://www.youtube.com/watch?v=-dOkob-nakA,Social media image from www.youtube.com on 2023-08-30 at 9.06.10 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/v4GHcctT18kqgUA629sqmQ/lNT78ONAHZh76nIcv8cLBnIu4DO0bgo30m9VS1KgFCO4SlvCo5JMoJB--DtGjKrozcyjnHW7BO9mGxvm-VAtlh9_Mq5APGjtDCVeveFDGXikYgzjKR84WKS8cOgFx6pX08UEDSTxcn0BL1EM5wIS1HzCQhsVEG0E6yKPKKmR__I/LwJ8VRJPDY00XWyWGJENKREXxk_PoKUNS1u-hFKn_5k),rec0fjE7YnVVsKo4u,,8/30/2023
Henry C.K. Liu Home,New Articles by Henry C.K. Liu,"Economic Warfare,Economics,Germany,Monetary System,History,Currency History","Red Pills,Economics,Banking,Values",https://henryckliu.com/public_html/index.html,Screenshot of henryckliu.com on 2023-08-30 at 8.52.32 PM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/XoHrvcd5gmnkyozVY7VwGg/i4i7p3s-XktQ8wjTHIdTQmt6qD9tIbq0ji9Ppg29oRk2wAqRg4lcH703jRV1mRrTF5VnsJVyOTYbWgMCJ9DZHiDbThycaYDl5MWpQXvsXkUsQChktPzReqHYui3TtRO-Yki9CfLRPeRrv6LCyqRIfQ/i5d62TP3SNUzEAOBPhqDqKvf8rZ6x4dil4nCWk-RZyk),rec38LtEMJhtXc6oB,,8/30/2023
Rat Sheet,"Here we will expose all the organizations here in North America that are working to destroy White Christian America and turn it into a Communist third world nation. We will expose their directors, staff members, membership and financial supporters","Jews,Zionism,Satanism,New World Order,History,Communism",Red Pills,https://white-power.org/rat-sheet/,Screenshot of white-power.org on 2023-08-30 at 11.36.24 AM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/qmMOu0YFIm2P5GY5RnbJ1Q/7er-Ng8vJ-OGHHjCEis-460NS6TJlfqTHcZJI0aB9oagQmXph9hnv8aDHeAj0MEM7fgoPDFatkknqq_YLLIs5oyAVA9pnozubbVWREOFgKi3fF-P9s-QPQ3iIeyqMjpgJ57UgmrFAijerBP1sNSIBA/5ouSAqkp1fVAZKv9jDik2mZ_J2oeyL4haKvd1ukds70),recpBSQ7YWCvnVBXv,,8/30/2023
JEW WATCH,"the achieves of the famous Frank Weltner, M.A. English & Certified Librarian to Present His Famous Scholarly Library of Factual Links Known Around the World as JEW WATCH","Jews,Zionism,Satanism,New World Order,History,Communism",Red Pills,https://white-power.org/jew-watch/,image.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/isEExccCHHjz7KxOXZnSxw/YTI6CiFMH-wQpCkUx1vxkknoH__DbeuHmH2XP5CTzoe3Vhwno_fuFgzRSieDHmWHU1wxrBXq2gDIoD9XVpPIFVNcNFLl4FHUXQ_5CyO83_E/nNTJqF4UWSgADKt6QHuJUxzxY53pOCAaXPzAtgl05dE),rec6bWbR6UOgXeIRv,,8/30/2023
Axios,Axios is a simple promise based HTTP client for the browser and node.js. Axios provides a simple to use library in a small package with a very extensible interface.,"Software Engineering,App Development",Red Pills,https://axios-http.com/,Image from axios-http.com on 2023-08-30 at 11.32.19 AM.svg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/T8F6gZWmkWTzftUN-oBzLg/tzcMY6SolJwtA0wDEaNoaEMs2IBhGcb_B60cXcVhVo3vfsXlKo_h1eEDePwrCxY9AK0WCewHOFSz-M20NFU5Pc-WuIDSO58qpnn2Oz1tLM7ebshoQuCWWZUCHS9nkH_pc0MQWJ8li_JMWKJinCSGpQ/G0nxTI24Z-iax8MrBICT1Ei8KxBvjFzVn-zOgYTbKKs),recMbfe3cWncjY58o,,8/30/2023
American Nazi Demonstration at SF State (1975) - Bay Area Television Archive,"KRON-TV News footage from April 19th 1975 featuring brief scenes from an American Nazi Party demonstration in San Francisco on 19th Avenue at Holloway, by San Francisco State College. Also views of angry protests from the Progressive Labor Party. Neo Nazi leader Alan Vincent tries to shout over the heckling with a speech: ""White men and women around the world are watching and hoping that white American will show the way!"" Voice over is provided throughout by KRON reporter Jack Bates. Note that an Oscar nominated documentary film was made in 1975 called The California Reich, which looks at Neo-Nazi groups in California and features Alan Vincent. Opening graphic designed by Carrie Hawks.","George Lincoln Rockwell,NatSoc,History,American,Hitler,San Francisco,Europe",Red Pills,https://diva.sfsu.edu/collections/sfbatv/bundles/229127,Screenshot of diva.sfsu.edu on 2023-08-30 at 1.06.01 AM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/jOpGGyBKRHak-sktQGp8Cw/AoBylzJDc3TVr--sGGzvWcWyFWNg8YeugdmsQJPHoLBS-iOBz7mcynqvxpmEZAmP5u1OhtS7oR3bwMcBGkeOpYaM3wNNXP5ooR7qea1zEugIlJIbBLqYmDPQGGOAGKD8qI4A-UUeCduxkYawH9g0mg/gK1MF7eikWguxD5u_Q29HurThWzf0G1GbZnYKwWRDxU),recfaAJ0ZLsm2BDRt,,8/30/2023
"American Nazi Party in San Francisco, IV - Bay Area Television Archive","KPIX-TV report from 1978 by Ben Williams in San Francisco featuring scenes from an American Nazi Party meeting, in which leader Alan Vincent rejects popular identification of the Swastika as a symbol of hate: ""So white people - don't believe any more of this garbage that they feed you about this symbol. And don't believe any more of the lies they spread ... They're just simply not true. It's not in our makeup to be the way they say we are. We're too goddamn honest and too nice!"" Also includes brief views of Holocaust survivors protesting and an infant being taught to make the Nazi salute.","George Lincoln Rockwell,NatSoc,History,American,Hitler,San Francisco,Europe",Red Pills,https://diva.sfsu.edu/collections/sfbatv/bundles/190107,Screenshot of diva.sfsu.edu on 2023-08-30 at 1.05.39 AM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/e5yvpnqyQdm3gE0RtCq4LA/7yEPDXkGTVEDslJutvM06mpT9rp77FuaGvvv_AbFPw_OSGLDN2e7M80B3GvHWEyLQ29-r2AW_wK0Z9ONjV1UU25SUrywFgRbOJPopIpIkzgr54ganGkzwC7j2d1b_IOK31L8DZu6g6Vzpsr8S34oew/RVzLGb3Iu1C_WG5K51J25ze8ZiCDfXwpgtsm4GL_1jM),recF1RBhh8AbiUiyA,,8/30/2023
"American Nazi Party in San Francisco, III - Bay Area Television Archive","KPIX-TV report from 1978 by Ben Williams in San Francisco featuring a brief editorial, in which he reflects: ""It has been said that the test of … American Democracy is our ability to tolerate the unpopular idea. The idea with which most of us disagree. If that is so, the American Nazi Party in San Francisco is an acid test of our democracy.""","George Lincoln Rockwell,NatSoc,History,American,Hitler,San Francisco,Europe",Red Pills,https://diva.sfsu.edu/collections/sfbatv/bundles/190106,Screenshot of diva.sfsu.edu on 2023-08-30 at 1.05.19 AM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/64B6kh8AEG9sJOEwV-sJVQ/nwDvsXYIWtrMH86T3K_LDeYLZFeVw4KSXSHIl1bsXfLTYbPkhK-N8QuUoVVdJUq5WfGDP7qahtYTvkwJFs3jJAQL4Q2fQojtzRCjlAoMrCvlmHuU4O27BpWsrCn1XWF1lRal3YiR6P_BeRbBCkZ5Rw/I-vRSpgqCPrWTBJxf6nyEJDWE-FkJ2zzs5cHoF_8GB0),recEKDPEgkPZtSXzJ,,8/30/2023
"American Nazi Party in San Francisco, II - Bay Area Television Archive","KPIX-TV report from 1978 by Ben Williams in San Francisco featuring scenes from an American Nazi Party meeting, in which leader Alan Vincent states that: ""Jews who are … found guilty of treason and conspiracy to genocide the white race, they're gonna be handled accordingly."" He also refers to the Swastika symbol as their ""salvation.""","George Lincoln Rockwell,NatSoc,History,American,Hitler,San Francisco,Europe",Red Pills,https://diva.sfsu.edu/collections/sfbatv/bundles/190105,Screenshot of diva.sfsu.edu on 2023-08-30 at 1.04.45 AM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/TeZ9sL_aQ_PGWXJYmOd5dA/yCJULuozfuhYy63tdbDEO2fR7PUOkaAyBhEssMTAdNSLwdYEy8U_hgSY2Z16cP47rhU7Cjd7Z5RNMJDffUKCk98oQf1Ep5bQSI55heq2j5z2L3aFSJvdrtBK6X63bNUXt1qj0oJVICaVrQwr4WceTw/JNvtvVrJOE9HooGNgv5G_1k0ONO4BrzVE89CEXJxJNs),recPcx3pa69Zlwq0q,,8/30/2023
"American Nazi Party in San Francisco, I - Bay Area Television Archive","Please note: the film camera mechanism is audible at times during this clip. KPIX-TV report from 1978 by Ben Williams in San Francisco featuring views of the American Nazi Party holding meetings, marching on downtown streets, fighting with protesters and being interviewed. Includes scenes of violence and bad language. Also an interview with leader Alan Vincent and views of him giving a speech in downtown San Francisco.","George Lincoln Rockwell,NatSoc,History,American,Hitler,San Francisco,Europe",Red Pills,https://diva.sfsu.edu/collections/sfbatv/bundles/190104,Screenshot of diva.sfsu.edu on 2023-08-30 at 1.04.10 AM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/1-VM7bOcvLqoujqAui1-_Q/CxyywcXOSwNef38QTaq2BQUh-h4eGizPUvrv4cyqb6pLRGZ12En519rsHqfAaW2GD99y0eKNxadsB-PypMeKEhoHi0a0LoYejT-trqU8drBMD6M6TCSfYTxXu2PoDeGvy1uD2llD53X4VqLyWeMXkQ/WgCeygF8gKZtQ0ANn81_lUNc4DT-MsodM-AsjAjn0xc),recmR2DA3T1mfDuSf,,8/30/2023
